EXP HEAD,DEPT,SCHOOL,SCHOOL CODE,DESCRIPTION,YEAR,VALUE
AA1103,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,AUX STAFF EDUCATION BASIC PAY,2223,105.94
AB1000,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,NI NONTEACHERS,2223,9.1
AB1100,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,NI PERMANENT TEACHERS,2223,1567.48
AC1000,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,SUPERANN NON TEACHERS,2223,20.12
AC1100,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,SUPERANN PERMANENT TEACHERS,2223,3255.9
AS1000,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,APPRENTICESHIP LEVY COST,2223,71.68
DA1000,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,EQUIPMENT PURCHASE,2223,2071.22
DA4550,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,CLASSROOM SUPPLIES,2223,8920.54
KA3000,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,GOVT GRANTS SPECIFIC GRANTS,2223,-30405.98
AA1001,A10,GRANTOWN GRAMMAR SCHOOL,EM,APT&C BASIC PAY,2324,61407.56
AA1100,A10,GRANTOWN GRAMMAR SCHOOL,EM,TEACHERS PERMANENT BASIC PAY,2324,1600109.12
AA1101,A10,GRANTOWN GRAMMAR SCHOOL,EM,SUPPLY COVER BASIC PAY,2324,49690.48
AA1110,A10,GRANTOWN GRAMMAR SCHOOL,EM,LABORATORY TECH'N BASIC PAY,2324,29557.47
AB1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,NI NONTEACHERS,2324,7443.67
AB1100,A10,GRANTOWN GRAMMAR SCHOOL,EM,NI PERMANENT TEACHERS,2324,179118.77
AB1101,A10,GRANTOWN GRAMMAR SCHOOL,EM,NI SUPPLY COVER,2324,4265.64
AC1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,SUPERANN NON TEACHERS,2324,17217.13
AC1100,A10,GRANTOWN GRAMMAR SCHOOL,EM,SUPERANN PERMANENT TEACHERS,2324,358487.32
AC1101,A10,GRANTOWN GRAMMAR SCHOOL,EM,SUPERANN SUPPLY COVER,2324,6248.45
AE1600,A10,GRANTOWN GRAMMAR SCHOOL,EM,MISCELLANEOUS,2324,62.25
AH1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,TRAINING COURSES,2324,1140.0
AS1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,APPRENTICESHIP LEVY COST,2324,9079.1
BA3000,A10,GRANTOWN GRAMMAR SCHOOL,EM,MAINT CLIENT EXTERNAL PARTIES,2324,431.92
BA4000,A10,GRANTOWN GRAMMAR SCHOOL,EM,RPRS&MAINT PROP EXT PARTIES,2324,348.67
BB2000,A10,GRANTOWN GRAMMAR SCHOOL,EM,ELECTRICITY CHARGES,2324,152273.33
BB5000,A10,GRANTOWN GRAMMAR SCHOOL,EM,BIOMAS WOODCHIP FUEL,2324,13388.94
BE1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,WATER CHARGES,2324,31468.18
BH2000,A10,GRANTOWN GRAMMAR SCHOOL,EM,CLEANING MATERIALS/EQUIPMENT,2324,2174.78
CA1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,DERV,2324,1119.06
CA2001,A10,GRANTOWN GRAMMAR SCHOOL,EM,MAINTENANCE VEHICLES,2324,126.0
CB1006,A10,GRANTOWN GRAMMAR SCHOOL,EM,INT HIRE CONT CHG FROM FLEET,2324,5476.12
CB1007,A10,GRANTOWN GRAMMAR SCHOOL,EM,VEHICLE MAINT O/CHG FROM FLEET,2324,1070.1
CC1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,EDUCATIONAL TRAVEL,2324,1338.91
CC2010,A10,GRANTOWN GRAMMAR SCHOOL,EM,HIREVEHICLES EXPENDITURE,2324,520.2
CF1004,A10,GRANTOWN GRAMMAR SCHOOL,EM,TRAVEL MILEAGE NON TAXABLE,2324,46.42
DA1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,EQUIPMENT PURCHASE,2324,5330.06
DA2040,A10,GRANTOWN GRAMMAR SCHOOL,EM,EQUIPMENT REPAIRS,2324,3285.78
DA4550,A10,GRANTOWN GRAMMAR SCHOOL,EM,CLASSROOM SUPPLIES,2324,49.54
DB3010,A10,GRANTOWN GRAMMAR SCHOOL,EM,MEALS&HOSPITALITY,2324,764.42
DC1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,PROTECTIVE CLOTHING,2324,10.56
DD2000,A10,GRANTOWN GRAMMAR SCHOOL,EM,STATIONERY,2324,1923.52
DF2002,A10,GRANTOWN GRAMMAR SCHOOL,EM,COMPUTER EQUIPMENT PURCHASE,2324,412.46
DF5002,A10,GRANTOWN GRAMMAR SCHOOL,EM,COMPUTER SOFTWARE PURCHASE,2324,2123.33
DF7000,A10,GRANTOWN GRAMMAR SCHOOL,EM,POSTAGES,2324,185.83
DF9000,A10,GRANTOWN GRAMMAR SCHOOL,EM,LANDLINE TELEPHONES RENTAL,2324,1202.04
DF9005,A10,GRANTOWN GRAMMAR SCHOOL,EM,LANDLINE TELEPHONES USAGE,2324,199.14
DF9010,A10,GRANTOWN GRAMMAR SCHOOL,EM,MOBILE PHONE LINE RENTAL,2324,276.0
DF9015,A10,GRANTOWN GRAMMAR SCHOOL,EM,MOBILE PHONE USAGE COSTS,2324,0.33
DF9025,A10,GRANTOWN GRAMMAR SCHOOL,EM,TELEPHONY MAINTENANCE,2324,195.0
DK9500,A10,GRANTOWN GRAMMAR SCHOOL,EM,MISCELLANEOUS SUPPLIES,2324,28.32
EE1200,A10,GRANTOWN GRAMMAR SCHOOL,EM,SCOTT QUALIFICATIONS AUTHORITY,2324,36212.57
XH1050,A10,GRANTOWN GRAMMAR SCHOOL,EM,REVENUE ACCOUNT BALANCE,2324,-53810.81
DA4550,A11,GRANTOWN GRAMMAR SCHOOL,ADMIN,CLASSROOM SUPPLIES,2324,148.55
DD2000,A11,GRANTOWN GRAMMAR SCHOOL,ADMIN,STATIONERY,2324,10.08
FA3000,A21,GRANTOWN GRAMMAR SCHOOL,ADD FUNDS,PROJECT FUNDS FOR SCHOOLS,2324,-861.0
AH1010,A28,GRANTOWN GRAMMAR SCHOOL,CPD,STAFF DEVELOPMENT,2324,30.0
CC1000,A40,GRANTOWN GRAMMAR SCHOOL,ADD SUPP,EDUCATIONAL TRAVEL,2324,78.0
CD1000,A49,GRANTOWN GRAMMAR SCHOOL,CONNECTIONS,FARES,2324,331.7
DA4550,A49,GRANTOWN GRAMMAR SCHOOL,CONNECTIONS,CLASSROOM SUPPLIES,2324,2952.1
DF2002,A49,GRANTOWN GRAMMAR SCHOOL,CONNECTIONS,COMPUTER EQUIPMENT PURCHASE,2324,1269.0
KB3001,A49,GRANTOWN GRAMMAR SCHOOL,CONNECTIONS,GRANTS OTHER PUBLIC BODIES,2324,-4552.8
DA4550,A50,GRANTOWN GRAMMAR SCHOOL,ART,CLASSROOM SUPPLIES,2324,1375.04
DA4550,A57,GRANTOWN GRAMMAR SCHOOL,COMPUTING,CLASSROOM SUPPLIES,2324,278.12
DF5003,A57,GRANTOWN GRAMMAR SCHOOL,COMPUTING,COMPUTER SOFTWARE LICENSES,2324,13.98
DA4550,A58,GRANTOWN GRAMMAR SCHOOL,ENGLISH,CLASSROOM SUPPLIES,2324,135.75
DA4550,A60,GRANTOWN GRAMMAR SCHOOL,GEOGRAPHY,CLASSROOM SUPPLIES,2324,567.38
DA4550,A62,GRANTOWN GRAMMAR SCHOOL,HOME EC,CLASSROOM SUPPLIES,2324,676.49
DA4556,A62,GRANTOWN GRAMMAR SCHOOL,HOME EC,HOME ECONOMICS SUPPLIES,2324,2420.93
DA4550,A64,GRANTOWN GRAMMAR SCHOOL,LRN SUP,CLASSROOM SUPPLIES,2324,744.3
DA4550,A66,GRANTOWN GRAMMAR SCHOOL,MATHS,CLASSROOM SUPPLIES,2324,1658.58
DA4550,A67,GRANTOWN GRAMMAR SCHOOL,MOD LANG,CLASSROOM SUPPLIES,2324,86.9
DA4550,A69,GRANTOWN GRAMMAR SCHOOL,MUSIC & DRAMA,CLASSROOM SUPPLIES,2324,178.5
DA4550,A70,GRANTOWN GRAMMAR SCHOOL,PE,CLASSROOM SUPPLIES,2324,866.13
DA4553,A70,GRANTOWN GRAMMAR SCHOOL,PE,PE SUPPLIES,2324,400.54
DA4550,A74,GRANTOWN GRAMMAR SCHOOL,SCIENCE S1,CLASSROOM SUPPLIES,2324,1628.25
DA4555,A77,GRANTOWN GRAMMAR SCHOOL,SCI COM STOCK,SCIENTIFIC SUPPLIES,2324,469.27
DA4550,A79,GRANTOWN GRAMMAR SCHOOL,TECHNICAL,CLASSROOM SUPPLIES,2324,2402.99
DA4552,A79,GRANTOWN GRAMMAR SCHOOL,TECHNICAL,WOOD/METALWORK SUPPLIES,2324,1098.15
DD3003,A81,GRANTOWN GRAMMAR SCHOOL,REPROGRAPHICS,MPS COSTS MONO,2324,5419.25
DD3004,A81,GRANTOWN GRAMMAR SCHOOL,REPROGRAPHICS,MPS COSTS COLOUR,2324,2983.98
DD2000,A83,GRANTOWN GRAMMAR SCHOOL,GUIDANCE,STATIONERY,2324,34.5
AA1001,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,APT&C BASIC PAY,2324,100.0
AA1100,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,TEACHERS PERMANENT BASIC PAY,2324,8758.84
AB1100,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,NI PERMANENT TEACHERS,2324,969.29
AC1100,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,SUPERANN PERMANENT TEACHERS,2324,2010.51
AP3000,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,SCHOOL ESTATE PROJECT LABOUR,2324,2756.0
AS1000,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,APPRENTICESHIP LEVY COST,2324,43.35
DA1000,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,EQUIPMENT PURCHASE,2324,-11.96
DA4550,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,CLASSROOM SUPPLIES,2324,2235.5
KA3000,PEF,GRANTOWN GRAMMAR SCHOOL,PEF,GOVT GRANTS SPECIFIC GRANTS,2324,-16861.53
AA1101,000,GRANTOWN GRAMMAR SCHOOL,ND,SUPPLY COVER BASIC PAY,1516,644.05
AB1101,000,GRANTOWN GRAMMAR SCHOOL,ND,NI SUPPLY COVER,1516,43.02
AC1101,000,GRANTOWN GRAMMAR SCHOOL,ND,SUPERANN SUPPLY COVER,1516,110.78
AA1001,A10,GRANTOWN GRAMMAR SCHOOL,EM,APT&C BASIC PAY,1516,47811.29
AA1100,A10,GRANTOWN GRAMMAR SCHOOL,EM,TEACHERS PERMANENT BASIC PAY,1516,1245165.62
AA1101,A10,GRANTOWN GRAMMAR SCHOOL,EM,SUPPLY COVER BASIC PAY,1516,19439.97
AA1102,A10,GRANTOWN GRAMMAR SCHOOL,EM,AUX STAFF DINE ROOM BASIC PAY,1516,1298.0
AA1107,A10,GRANTOWN GRAMMAR SCHOOL,EM,JANITORS BASIC PAY,1516,33931.07
AA1110,A10,GRANTOWN GRAMMAR SCHOOL,EM,LABORATORY TECH'N BASIC PAY,1516,26262.44
AA1500,A10,GRANTOWN GRAMMAR SCHOOL,EM,OVERTIME GENERAL,1516,8677.56
AB1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,NI NONTEACHERS,1516,5506.64
AB1100,A10,GRANTOWN GRAMMAR SCHOOL,EM,NI PERMANENT TEACHERS,1516,100906.58
AB1101,A10,GRANTOWN GRAMMAR SCHOOL,EM,NI SUPPLY COVER,1516,1276.28
AC1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,SUPERANN NON TEACHERS,1516,18924.03
AC1100,A10,GRANTOWN GRAMMAR SCHOOL,EM,SUPERANN PERMANENT TEACHERS,1516,197390.41
AC1101,A10,GRANTOWN GRAMMAR SCHOOL,EM,SUPERANN SUPPLY COVER,1516,2596.43
AE1600,A10,GRANTOWN GRAMMAR SCHOOL,EM,MISCELLANEOUS,1516,916.44
AH1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,TRAINING COURSES,1516,641.67
AH1010,A10,GRANTOWN GRAMMAR SCHOOL,EM,STAFF DEVELOPMENT,1516,634.79
BA3000,A10,GRANTOWN GRAMMAR SCHOOL,EM,MAINT CLIENT EXTERNAL PARTIES,1516,822.01
BB2000,A10,GRANTOWN GRAMMAR SCHOOL,EM,ELECTRICITY CHARGES,1516,74378.48
BB4000,A10,GRANTOWN GRAMMAR SCHOOL,EM,HEATING OIL,1516,51190.47
BD1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,RATES,1516,138533.0
BE1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,WATER CHARGES,1516,10112.8
BH2000,A10,GRANTOWN GRAMMAR SCHOOL,EM,CLEANING MATERIALS/EQUIPMENT,1516,1836.81
CB1006,A10,GRANTOWN GRAMMAR SCHOOL,EM,INT HIRE CONT CHG FROM FLEET,1516,376.98
CC1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,EDUCATIONAL TRAVEL,1516,354.81
CF1004,A10,GRANTOWN GRAMMAR SCHOOL,EM,TRAVEL MILEAGE NON TAXABLE,1516,1878.52
DA1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,EQUIPMENT PURCHASE,1516,3007.82
DA2040,A10,GRANTOWN GRAMMAR SCHOOL,EM,EQUIPMENT REPAIRS,1516,1804.64
DA4550,A10,GRANTOWN GRAMMAR SCHOOL,EM,CLASSROOM SUPPLIES,1516,-58.51
DB2000,A10,GRANTOWN GRAMMAR SCHOOL,EM,GROCERIES,1516,61.53
DB3010,A10,GRANTOWN GRAMMAR SCHOOL,EM,MEALS&HOSPITALITY,1516,309.82
DC1000,A10,GRANTOWN GRAMMAR SCHOOL,EM,PROTECTIVE CLOTHING,1516,38.0
DD2000,A10,GRANTOWN GRAMMAR SCHOOL,EM,STATIONERY,1516,139.01
DF4001,A10,GRANTOWN GRAMMAR SCHOOL,EM,ICT CHARGES CORE SUPPLIER,1516,746.5
DF7000,A10,GRANTOWN GRAMMAR SCHOOL,EM,POSTAGES,1516,774.35
DF9000,A10,GRANTOWN GRAMMAR SCHOOL,EM,LANDLINE TELEPHONES RENTAL,1516,2422.7
DG4000,A10,GRANTOWN GRAMMAR SCHOOL,EM,SUBSISTENCE,1516,274.78
DK9002,A10,GRANTOWN GRAMMAR SCHOOL,EM,BUDGET HOLDING CODE,1516,0.38
EE1200,A10,GRANTOWN GRAMMAR SCHOOL,EM,SCOTT QUALIFICATIONS AUTHORITY,1516,37574.45
FA3000,A10,GRANTOWN GRAMMAR SCHOOL,EM,PROJECT FUNDS FOR SCHOOLS,1516,-1468.0
KC1936,A10,GRANTOWN GRAMMAR SCHOOL,EM,OTHER FEES/CHARGES,1516,-2548.0
KC5009,A10,GRANTOWN GRAMMAR SCHOOL,EM,LETTINGS,1516,-3117.27
DD2000,A11,GRANTOWN GRAMMAR SCHOOL,ADMIN,STATIONERY,1516,567.34
DA4550,A17,GRANTOWN GRAMMAR SCHOOL,STUDY SUP,CLASSROOM SUPPLIES,1516,837.52
AA1100,A21,GRANTOWN GRAMMAR SCHOOL,ADD FUNDS,TEACHERS PERMANENT BASIC PAY,1516,6000.0
FA3000,A21,GRANTOWN GRAMMAR SCHOOL,ADD FUNDS,PROJECT FUNDS FOR SCHOOLS,1516,-9586.51
DA4553,A32,GRANTOWN GRAMMAR SCHOOL,FIT FOR GIRLS,PE SUPPLIES,1516,739.99
KB3001,A32,GRANTOWN GRAMMAR SCHOOL,FIT FOR GIRLS,GRANTS OTHER PUBLIC BODIES,1516,-739.99
CC1000,A40,GRANTOWN GRAMMAR SCHOOL,ADD SUPP,EDUCATIONAL TRAVEL,1516,5653.43
DA4550,A40,GRANTOWN GRAMMAR SCHOOL,ADD SUPP,CLASSROOM SUPPLIES,1516,392.75
DA4550,A50,GRANTOWN GRAMMAR SCHOOL,ART,CLASSROOM SUPPLIES,1516,1298.46
DA4550,A52,GRANTOWN GRAMMAR SCHOOL,BUSINESS,CLASSROOM SUPPLIES,1516,95.38
DA4550,A58,GRANTOWN GRAMMAR SCHOOL,ENGLISH,CLASSROOM SUPPLIES,1516,456.45
DA4550,A60,GRANTOWN GRAMMAR SCHOOL,GEOGRAPHY,CLASSROOM SUPPLIES,1516,577.25
DA4550,A61,GRANTOWN GRAMMAR SCHOOL,HISTORY,CLASSROOM SUPPLIES,1516,142.21
DA4556,A62,GRANTOWN GRAMMAR SCHOOL,HOME EC,HOME ECONOMICS SUPPLIES,1516,1463.89
DA4550,A63,GRANTOWN GRAMMAR SCHOOL,LATIN,CLASSROOM SUPPLIES,1516,157.95
DA4550,A64,GRANTOWN GRAMMAR SCHOOL,LRN SUP,CLASSROOM SUPPLIES,1516,448.92
DA4550,A65,GRANTOWN GRAMMAR SCHOOL,LIBRARY,CLASSROOM SUPPLIES,1516,622.45
DA4550,A66,GRANTOWN GRAMMAR SCHOOL,MATHS,CLASSROOM SUPPLIES,1516,612.7
DA4550,A67,GRANTOWN GRAMMAR SCHOOL,MOD LANG,CLASSROOM SUPPLIES,1516,427.21
DA4550,A69,GRANTOWN GRAMMAR SCHOOL,MUSIC & DRAMA,CLASSROOM SUPPLIES,1516,182.23
DA4550,A70,GRANTOWN GRAMMAR SCHOOL,PE,CLASSROOM SUPPLIES,1516,20.94
DA4553,A70,GRANTOWN GRAMMAR SCHOOL,PE,PE SUPPLIES,1516,757.12
DA4550,A73,GRANTOWN GRAMMAR SCHOOL,RELIGIOUS,CLASSROOM SUPPLIES,1516,180.08
DA4550,A74,GRANTOWN GRAMMAR SCHOOL,SCIENCE S1,CLASSROOM SUPPLIES,1516,268.98
DA4550,A77,GRANTOWN GRAMMAR SCHOOL,SCI COM STOCK,CLASSROOM SUPPLIES,1516,50.95
DA4555,A77,GRANTOWN GRAMMAR SCHOOL,SCI COM STOCK,SCIENTIFIC SUPPLIES,1516,1100.83
DA4552,A79,GRANTOWN GRAMMAR SCHOOL,TECHNICAL,WOOD/METALWORK SUPPLIES,1516,2182.76
DA4550,A81,GRANTOWN GRAMMAR SCHOOL,REPROGRAPHICS,CLASSROOM SUPPLIES,1516,-202.02
DD2000,A81,GRANTOWN GRAMMAR SCHOOL,REPROGRAPHICS,STATIONERY,1516,1745.56
DD3003,A81,GRANTOWN GRAMMAR SCHOOL,REPROGRAPHICS,MPS COSTS MONO,1516,9599.96
DD3004,A81,GRANTOWN GRAMMAR SCHOOL,REPROGRAPHICS,MPS COSTS COLOUR,1516,4228.3
DF4001,A81,GRANTOWN GRAMMAR SCHOOL,REPROGRAPHICS,ICT CHARGES CORE SUPPLIER,1516,954.0
DA4550,A83,GRANTOWN GRAMMAR SCHOOL,GUIDANCE,CLASSROOM SUPPLIES,1516,109.9
DD2000,A83,GRANTOWN GRAMMAR SCHOOL,GUIDANCE,STATIONERY,1516,58.51
CC1000,A92,GRANTOWN GRAMMAR SCHOOL,FOOD FOR THGHT,EDUCATIONAL TRAVEL,1516,-115.0
DA4550,A92,GRANTOWN GRAMMAR SCHOOL,FOOD FOR THGHT,CLASSROOM SUPPLIES,1516,210.0
CC1000,A94,GRANTOWN GRAMMAR SCHOOL,CFE FROM L&T,EDUCATIONAL TRAVEL,1516,455.0
DA4550,A94,GRANTOWN GRAMMAR SCHOOL,CFE FROM L&T,CLASSROOM SUPPLIES,1516,133.46
DA4552,A95,GRANTOWN GRAMMAR SCHOOL,SKILLS FOR WRK,WOOD/METALWORK SUPPLIES,1516,3688.24
DA4553,A95,GRANTOWN GRAMMAR SCHOOL,SKILLS FOR WRK,PE SUPPLIES,1516,890.4
DA4556,A95,GRANTOWN GRAMMAR SCHOOL,SKILLS FOR WRK,HOME ECONOMICS SUPPLIES,1516,2142.68
FA3000,A95,GRANTOWN GRAMMAR SCHOOL,SKILLS FOR WRK,PROJECT FUNDS FOR SCHOOLS,1516,-6715.0
CB1006,000,KINGUSSIE HIGH SCHOOL,ND,INT HIRE CONT CHG FROM FLEET,1718,3810.6
CB1007,000,KINGUSSIE HIGH SCHOOL,ND,VEHICLE MAINT O/CHG FROM FLEET,1718,1175.61
AA1100,A09,KINGUSSIE HIGH SCHOOL,DGM,TEACHERS PERMANENT BASIC PAY,1718,23631.88
AB1100,A09,KINGUSSIE HIGH SCHOOL,DGM,NI PERMANENT TEACHERS,1718,2531.46
AC1100,A09,KINGUSSIE HIGH SCHOOL,DGM,SUPERANN PERMANENT TEACHERS,1718,4064.66
AS1000,A09,KINGUSSIE HIGH SCHOOL,DGM,APPRENTICESHIP LEVY COST,1718,118.15
AA1001,A10,KINGUSSIE HIGH SCHOOL,EM,APT&C BASIC PAY,1718,52530.18
AA1100,A10,KINGUSSIE HIGH SCHOOL,EM,TEACHERS PERMANENT BASIC PAY,1718,1245886.05
AA1101,A10,KINGUSSIE HIGH SCHOOL,EM,SUPPLY COVER BASIC PAY,1718,46810.15
AA1103,A10,KINGUSSIE HIGH SCHOOL,EM,AUX STAFF EDUCATION BASIC PAY,1718,12948.78
AA1110,A10,KINGUSSIE HIGH SCHOOL,EM,LABORATORY TECH'N BASIC PAY,1718,24715.56
AA1500,A10,KINGUSSIE HIGH SCHOOL,EM,OVERTIME GENERAL,1718,204.89
AB1000,A10,KINGUSSIE HIGH SCHOOL,EM,NI NONTEACHERS,1718,5894.68
AB1100,A10,KINGUSSIE HIGH SCHOOL,EM,NI PERMANENT TEACHERS,1718,129474.86
AB1101,A10,KINGUSSIE HIGH SCHOOL,EM,NI SUPPLY COVER,1718,3866.12
AC1000,A10,KINGUSSIE HIGH SCHOOL,EM,SUPERANN NON TEACHERS,1718,17424.82
AC1100,A10,KINGUSSIE HIGH SCHOOL,EM,SUPERANN PERMANENT TEACHERS,1718,205332.34
AC1101,A10,KINGUSSIE HIGH SCHOOL,EM,SUPERANN SUPPLY COVER,1718,6670.72
AE1600,A10,KINGUSSIE HIGH SCHOOL,EM,MISCELLANEOUS,1718,-403.35
AH1000,A10,KINGUSSIE HIGH SCHOOL,EM,TRAINING COURSES,1718,177.5
AS1000,A10,KINGUSSIE HIGH SCHOOL,EM,APPRENTICESHIP LEVY COST,1718,6785.41
BA3000,A10,KINGUSSIE HIGH SCHOOL,EM,MAINT CLIENT EXTERNAL PARTIES,1718,3232.55
BB2000,A10,KINGUSSIE HIGH SCHOOL,EM,ELECTRICITY CHARGES,1718,42774.3
BB3000,A10,KINGUSSIE HIGH SCHOOL,EM,GAS CHARGES,1718,265.58
BB4000,A10,KINGUSSIE HIGH SCHOOL,EM,HEATING OIL,1718,10370.79
BB5000,A10,KINGUSSIE HIGH SCHOOL,EM,BIOMAS WOODCHIP FUEL,1718,76111.12
BD1000,A10,KINGUSSIE HIGH SCHOOL,EM,RATES,1718,120540.0
BE1000,A10,KINGUSSIE HIGH SCHOOL,EM,WATER CHARGES,1718,9013.69
BH2000,A10,KINGUSSIE HIGH SCHOOL,EM,CLEANING MATERIALS/EQUIPMENT,1718,322.72
BJ1000,A10,KINGUSSIE HIGH SCHOOL,EM,GROUNDS MAINTENANCE CONTRACT,1718,72.0
CC1000,A10,KINGUSSIE HIGH SCHOOL,EM,EDUCATIONAL TRAVEL,1718,1015.15
CF1003,A10,KINGUSSIE HIGH SCHOOL,EM,TRAVEL MILEAGE TAXABLE,1718,1539.35
CF1004,A10,KINGUSSIE HIGH SCHOOL,EM,TRAVEL MILEAGE NON TAXABLE,1718,1370.07
DA1000,A10,KINGUSSIE HIGH SCHOOL,EM,EQUIPMENT PURCHASE,1718,8978.29
DA2040,A10,KINGUSSIE HIGH SCHOOL,EM,EQUIPMENT REPAIRS,1718,1126.27
DA4550,A10,KINGUSSIE HIGH SCHOOL,EM,CLASSROOM SUPPLIES,1718,276.6
DB3010,A10,KINGUSSIE HIGH SCHOOL,EM,MEALS&HOSPITALITY,1718,1247.68
DF2002,A10,KINGUSSIE HIGH SCHOOL,EM,COMPUTER EQUIPMENT PURCHASE,1718,2906.5
DF4001,A10,KINGUSSIE HIGH SCHOOL,EM,ICT CHARGES CORE SUPPLIER,1718,149.22
DF7000,A10,KINGUSSIE HIGH SCHOOL,EM,POSTAGES,1718,2880.02
DF9000,A10,KINGUSSIE HIGH SCHOOL,EM,LANDLINE TELEPHONES RENTAL,1718,1979.18
EE1200,A10,KINGUSSIE HIGH SCHOOL,EM,SCOTT QUALIFICATIONS AUTHORITY,1718,35290.45
KC1936,A10,KINGUSSIE HIGH SCHOOL,EM,OTHER FEES/CHARGES,1718,-2744.0
XH1050,A10,KINGUSSIE HIGH SCHOOL,EM,REVENUE ACCOUNT BALANCE,1718,-19319.01
DD3001,A11,KINGUSSIE HIGH SCHOOL,ADMIN,PHOTOCOPY NO OF COPIES CHG,1718,3000.95
DD3003,A11,KINGUSSIE HIGH SCHOOL,ADMIN,MPS COSTS MONO,1718,460.45
DD3004,A11,KINGUSSIE HIGH SCHOOL,ADMIN,MPS COSTS COLOUR,1718,437.93
DD4001,A11,KINGUSSIE HIGH SCHOOL,ADMIN,BOOKS TEXT BOOKS/STATIONERY,1718,258.55
BH2000,A15,KINGUSSIE HIGH SCHOOL,JANITORIAL,CLEANING MATERIALS/EQUIPMENT,1718,1375.4
AA1101,A21,KINGUSSIE HIGH SCHOOL,ADD FUNDS,SUPPLY COVER BASIC PAY,1718,3685.46
AB1101,A21,KINGUSSIE HIGH SCHOOL,ADD FUNDS,NI SUPPLY COVER,1718,208.88
AC1101,A21,KINGUSSIE HIGH SCHOOL,ADD FUNDS,SUPERANN SUPPLY COVER,1718,535.46
AS1000,A21,KINGUSSIE HIGH SCHOOL,ADD FUNDS,APPRENTICESHIP LEVY COST,1718,17.26
DA4550,A21,KINGUSSIE HIGH SCHOOL,ADD FUNDS,CLASSROOM SUPPLIES,1718,1457.64
KE3000,A21,KINGUSSIE HIGH SCHOOL,ADD FUNDS,INCOME FROM WITHIN HLAND CNCL,1718,-3016.0
AH1010,A28,KINGUSSIE HIGH SCHOOL,CPD,STAFF DEVELOPMENT,1718,300.0
DA1000,A41,KINGUSSIE HIGH SCHOOL,DTS,EQUIPMENT PURCHASE,1718,491.65
DA4550,A47,KINGUSSIE HIGH SCHOOL,SOCIAL,CLASSROOM SUPPLIES,1718,505.64
DD3001,A47,KINGUSSIE HIGH SCHOOL,SOCIAL,PHOTOCOPY NO OF COPIES CHG,1718,701.75
DD3003,A47,KINGUSSIE HIGH SCHOOL,SOCIAL,MPS COSTS MONO,1718,397.55
DD3004,A47,KINGUSSIE HIGH SCHOOL,SOCIAL,MPS COSTS COLOUR,1718,28.88
DA4550,A49,KINGUSSIE HIGH SCHOOL,CONNECTIONS,CLASSROOM SUPPLIES,1718,6264.13
FA3000,A49,KINGUSSIE HIGH SCHOOL,CONNECTIONS,PROJECT FUNDS FOR SCHOOLS,1718,2500.0
KB3001,A49,KINGUSSIE HIGH SCHOOL,CONNECTIONS,GRANTS OTHER PUBLIC BODIES,1718,-8764.13
DA4551,A50,KINGUSSIE HIGH SCHOOL,ART,ART&CRAFT SUPPLIES,1718,333.89
DD3001,A50,KINGUSSIE HIGH SCHOOL,ART,PHOTOCOPY NO OF COPIES CHG,1718,255.38
DD3003,A52,KINGUSSIE HIGH SCHOOL,BUSINESS,MPS COSTS MONO,1718,46.2
DD3004,A52,KINGUSSIE HIGH SCHOOL,BUSINESS,MPS COSTS COLOUR,1718,2.24
DA4550,A55,KINGUSSIE HIGH SCHOOL,CLASSICS,CLASSROOM SUPPLIES,1718,92.35
DD3001,A55,KINGUSSIE HIGH SCHOOL,CLASSICS,PHOTOCOPY NO OF COPIES CHG,1718,44.81
