SEEDCODE,LOCAL AUTHORITY,SCHOOL TYPE,SCHOOL,TEACHERS,PUPIL ROLL,ASN PUPILS,ATTENDANCE RATE,YEAR
5349834,PERTH & KINROSS,SECONDARY,BREADALBANE ACADEMY SECONDARY,49.0,471,,,0910
5350034,PERTH & KINROSS,SECONDARY,COMMUNITY SCHOOL OF AUCHTERARDER SECONDARY,48.9,473,,,0910
5351332,PERTH & KINROSS,SECONDARY,PITLOCHRY HIGH SCHOOL SECONDARY,21.6,151,,,0910
5350239,PERTH & KINROSS,SECONDARY,ST JOHN'S RC ACADEMY SECONDARY,49.2,517,,,0910
5350131,PERTH & KINROSS,SECONDARY,BLAIRGOWRIE HIGH SCHOOL,75.0,876,,,0910
5350336,PERTH & KINROSS,SECONDARY,CRIEFF HIGH SCHOOL,55.8,647,,,0910
5350530,PERTH & KINROSS,SECONDARY,KINROSS HIGH SCHOOL,68.4,893,,,0910
5350638,PERTH & KINROSS,SECONDARY,PERTH ACADEMY,79.1,1005,,,0910
5350832,PERTH & KINROSS,SECONDARY,PERTH GRAMMAR SCHOOL,86.9,1040,,,0910
5351030,PERTH & KINROSS,SECONDARY,PERTH HIGH SCHOOL,108.2,1496,,,0910
8620032,RENFREWSHIRE,SECONDARY,ST BENEDICT'S HIGH SCHOOL,59.8,702,,,0910
8627932,RENFREWSHIRE,SECONDARY,PARK MAINS HIGH SCHOOL,90.6,1338,,,0910
8628130,RENFREWSHIRE,SECONDARY,JOHNSTONE HIGH SCHOOL,74.7,1088,,,0910
8628432,RENFREWSHIRE,SECONDARY,LINWOOD HIGH SCHOOL,40.8,444,,,0910
8628734,RENFREWSHIRE,SECONDARY,PAISLEY GRAMMAR SCHOOL,83.1,1098,,,0910
8628831,RENFREWSHIRE,SECONDARY,GLENIFFER HIGH SCHOOL,83.6,1271,,,0910
8628939,RENFREWSHIRE,SECONDARY,CASTLEHEAD HIGH SCHOOL,66.4,857,,,0910
8629439,RENFREWSHIRE,SECONDARY,ST ANDREW'S ACADEMY PAISLEY,82.0,1263,,,0910
8630534,RENFREWSHIRE,SECONDARY,RENFREW HIGH SCHOOL,57.6,839,,,0910
8632030,RENFREWSHIRE,SECONDARY,TRINITY HIGH SCHOOL,66.5,954,,,0910
8633436,RENFREWSHIRE,SECONDARY,GRYFFE HIGH SCHOOL,65.3,946,,,0910
5601932,SCOTTISH BORDERS,SECONDARY,PEEBLES HIGH SCHOOL,91.1,1186,,,0910
5616530,SCOTTISH BORDERS,SECONDARY,EARLSTON HIGH SCHOOL,71.2,947,,,0910
5619734,SCOTTISH BORDERS,SECONDARY,GALASHIELS ACADEMY,86.7,924,,,0910
5619831,SCOTTISH BORDERS,SECONDARY,SELKIRK HIGH SCHOOL,45.1,497,,,0910
5632536,SCOTTISH BORDERS,SECONDARY,HAWICK HIGH SCHOOL,90.6,1017,,,0910
5632730,SCOTTISH BORDERS,SECONDARY,JEDBURGH GRAMMAR CAMPUS SECONDARY,37.2,400,,,0910
5632838,SCOTTISH BORDERS,SECONDARY,KELSO HIGH SCHOOL,60.4,674,,,0910
5647339,SCOTTISH BORDERS,SECONDARY,BERWICKSHIRE HIGH SCHOOL,63.2,745,,,0910
5647436,SCOTTISH BORDERS,SECONDARY,EYEMOUTH HIGH SCHOOL,37.7,387,,,0910
6103030,SHETLAND ISLANDS,SECONDARY,AITH JUNIOR HIGH SCHOOL SECONDARY,14.3,105,,,0910
6103138,SHETLAND ISLANDS,SECONDARY,BALTASOUND JUNIOR HIGH SCHOOL SECONDARY,8.5,26,,,0910
6103332,SHETLAND ISLANDS,SECONDARY,BRAE HIGH SCHOOL SECONDARY,34.9,225,,,0910
6103731,SHETLAND ISLANDS,SECONDARY,MID YELL JUNIOR HIGH SCHOOL SECONDARY,10.0,40,,,0910
6103839,SHETLAND ISLANDS,SECONDARY,SANDWICK JUNIOR HIGH SCHOOL SECONDARY,21.5,177,,,0910
6103936,SHETLAND ISLANDS,SECONDARY,SCALLOWAY PRIMARY SCHOOL,18.2,114,,,0910
6102530,SHETLAND ISLANDS,SECONDARY,SKERRIES SCHOOL,0.7,3,,,0910
6104134,SHETLAND ISLANDS,SECONDARY,WHALSAY SCHOOL SECONDARY,13.3,60,,,0910
6103634,SHETLAND ISLANDS,SECONDARY,ANDERSON HIGH SCHOOL,84.5,748,,,0910
8235538,SOUTH AYRSHIRE,SECONDARY,AYR ACADEMY,58.3,685,,,0910
8235732,SOUTH AYRSHIRE,SECONDARY,BELMONT ACADEMY,98.8,1321,,,0910
8236232,SOUTH AYRSHIRE,SECONDARY,QUEEN MARGARET ACADEMY,61.7,668,,,0910
8236534,SOUTH AYRSHIRE,SECONDARY,GIRVAN ACADEMY,61.4,616,,,0910
8236739,SOUTH AYRSHIRE,SECONDARY,CARRICK ACADEMY,51.2,531,,,0910
8236836,SOUTH AYRSHIRE,SECONDARY,PRESTWICK ACADEMY,87.1,1164,,,0910
8237832,SOUTH AYRSHIRE,SECONDARY,MARR COLLEGE,83.7,1127,,,0910
8238030,SOUTH AYRSHIRE,SECONDARY,KYLE ACADEMY,65.6,774,,,0910
8458030,SOUTH LANARKSHIRE,SECONDARY,TRINITY HIGH SCHOOL,72.4,1028,,,0910
8458332,SOUTH LANARKSHIRE,SECONDARY,CATHKIN HIGH SCHOOL,88.1,1011,,,0910
8458634,SOUTH LANARKSHIRE,SECONDARY,STONELAW HIGH SCHOOL,86.0,1077,,,0910
8520038,SOUTH LANARKSHIRE,SECONDARY,ST ANDREW'S & ST BRIDE'S HIGH SCHOOL,111.7,1448,,,0910
8524734,SOUTH LANARKSHIRE,SECONDARY,HAMILTON GRAMMAR SCHOOL,102.4,1275,,,0910
8524831,SOUTH LANARKSHIRE,SECONDARY,HOLY CROSS HIGH SCHOOL,91.2,1189,,,0910
8524939,SOUTH LANARKSHIRE,SECONDARY,ST JOHN OGILVIE HIGH SCHOOL,74.4,926,,,0910
8525234,SOUTH LANARKSHIRE,SECONDARY,LARKHALL ACADEMY,97.3,1167,,,0910
8525331,SOUTH LANARKSHIRE,SECONDARY,UDDINGSTON GRAMMAR SCHOOL,92.5,1137,,,0910
8530033,SOUTH LANARKSHIRE,SECONDARY,CALDERGLEN HIGH SCHOOL,123.5,1660,,,0910
8530130,SOUTH LANARKSHIRE,SECONDARY,CALDERSIDE ACADEMY,115.1,1361,,,0910
8533431,SOUTH LANARKSHIRE,SECONDARY,DUNCANRIG SECONDARY SCHOOL,136.4,1754,,,0910
8533830,SOUTH LANARKSHIRE,SECONDARY,STRATHAVEN ACADEMY,64.9,830,,,0910
8549834,SOUTH LANARKSHIRE,SECONDARY,BIGGAR HIGH SCHOOL,55.6,686,,,0910
8549931,SOUTH LANARKSHIRE,SECONDARY,CARLUKE HIGH SCHOOL,88.3,1164,,,0910
8550034,SOUTH LANARKSHIRE,SECONDARY,LANARK GRAMMAR SCHOOL,101.3,1112,,,0910
8550131,SOUTH LANARKSHIRE,SECONDARY,LESMAHAGOW HIGH SCHOOL,48.5,652,,,0910
5722330,STIRLING,SECONDARY,MCLAREN HIGH SCHOOL,59.3,663,,,0910
5722438,STIRLING,SECONDARY,DUNBLANE HIGH SCHOOL,65.3,810,,,0910
5726034,STIRLING,SECONDARY,BALFRON HIGH SCHOOL,75.1,959,,,0910
5726131,STIRLING,SECONDARY,BANNOCKBURN HIGH SCHOOL,62.1,744,,,0910
5726239,STIRLING,SECONDARY,STIRLING HIGH SCHOOL,79.2,967,,,0910
5726336,STIRLING,SECONDARY,ST MODAN'S HIGH SCHOOL,72.9,913,,,0910
5726530,STIRLING,SECONDARY,WALLACE HIGH SCHOOL,85.3,954,,,0910
8300135,WEST DUNBARTONSHIRE,SECONDARY,ST PETER THE APOSTLE HIGH SCHOOL,125.2,1582,,,0910
8304130,WEST DUNBARTONSHIRE,SECONDARY,DUMBARTON ACADEMY,57.3,650,,,0910
8304238,WEST DUNBARTONSHIRE,SECONDARY,OUR LADY & ST PATRICK'S HIGH SCHOOL,84.2,1087,,,0910
8304831,WEST DUNBARTONSHIRE,SECONDARY,VALE OF LEVEN ACADEMY,84.7,978,,,0910
8314136,WEST DUNBARTONSHIRE,SECONDARY,CLYDEBANK HIGH SCHOOL,107.2,1395,,,0910
5502330,WEST LOTHIAN,SECONDARY,WEST CALDER HIGH SCHOOL,75.8,970,,,0910
5502535,WEST LOTHIAN,SECONDARY,DEANS COMMUNITY HIGH SCHOOL,71.0,880,,,0910
5502632,WEST LOTHIAN,SECONDARY,INVERALMOND COMMUNITY HIGH SCHOOL,81.7,1132,,,0910
5509238,WEST LOTHIAN,SECONDARY,ARMADALE ACADEMY,63.5,734,,,0910
5509432,WEST LOTHIAN,SECONDARY,BATHGATE ACADEMY,80.1,986,,,0910
5509939,WEST LOTHIAN,SECONDARY,ST KENTIGERN'S ACADEMY,88.3,1209,,,0910
5510031,WEST LOTHIAN,SECONDARY,BROXBURN ACADEMY,71.4,901,,,0910
5510236,WEST LOTHIAN,SECONDARY,LINLITHGOW ACADEMY,87.4,1222,,,0910
5510430,WEST LOTHIAN,SECONDARY,WHITBURN ACADEMY,71.5,922,,,0910
5512131,WEST LOTHIAN,SECONDARY,THE JAMES YOUNG HIGH SCHOOL,91.3,1120,,,0910
5512530,WEST LOTHIAN,SECONDARY,ST MARGARET'S ACADEMY,87.3,1066,,,0910
5245044,ABERDEEN CITY,SPECIAL,SCHOOL FOR THE DEAF,8.8,3,,,0910
5248744,ABERDEEN CITY,SPECIAL,CORDYCE SCHOOL,14.6,39,,,0910
5244943,ABERDEEN CITY,SPECIAL,HAZELWOOD SCHOOL,13.2,68,,,0910
5245842,ABERDEEN CITY,SPECIAL,HOSPITAL & HOME TUITION SERVICE,2.4,,,,0910
5240042,ABERDEEN CITY,SPECIAL,VIRTUAL SCHOOL,8.6,,,,0910
5245745,ABERDEEN CITY,SPECIAL,THE RAEDEN CENTRE NURSERY SCHOOL,,,,,0910
5246040,ABERDEEN CITY,SPECIAL,VISION SUPPORT UNIT BASED AT NEWHILLS SCHOOL,5.1,,,,0910
5245443,ABERDEEN CITY,SPECIAL,WOODLANDS SCHOOL,9.4,42,,,0910
5210046,ABERDEENSHIRE,SPECIAL,ABERDEENSHIRE NOTTIN SCHOOL,,,,,0910
5221447,ABERDEENSHIRE,SPECIAL,ANNA RITCHIE SCHOOL,16.9,82,,,0910
5252148,ABERDEENSHIRE,SPECIAL,CARRONHILL SCHOOL,8.6,31,,,0910
5232147,ABERDEENSHIRE,SPECIAL,ST ANDREW'S SCHOOL,15.8,84,,,0910
5221544,ABERDEENSHIRE,SPECIAL,WESTFIELD SCHOOL,7.5,27,,,0910
8110948,ARGYLL & BUTE,SPECIAL,DRUMMORE SCHOOL,1.9,,,,0910
8305943,ARGYLL & BUTE,SPECIAL,PARKLANDS SCHOOL,4.2,10,,,0910
8111448,ARGYLL & BUTE,SPECIAL,WHITE GATES LEARNING CENTRE,2.8,7,,,0910
5700442,CLACKMANNANSHIRE,SPECIAL,SECONDARY SCHOOL SUPPORT SERVICE,8.0,,,,0910
5702941,CLACKMANNANSHIRE,SPECIAL,LOCHIES,15.7,16,,,0910
5700248,CLACKMANNANSHIRE,SPECIAL,PRIMARY SCHOOL SUPPORT SERVICE,4.0,,,,0910
5940842,DUMFRIES & GALLOWAY,SPECIAL,ELMBANK SPECIAL SCHOOL,6.0,,,,0910
5940745,DUMFRIES & GALLOWAY,SPECIAL,LANGLANDS SCHOOL,2.5,8,,,0910
5331749,DUNDEE CITY,SPECIAL,KINGSPARK SCHOOL,35.4,132,,,0910
5320038,DUNDEE CITY,SPECIAL,OFFSITE EDUCATION SERVICE,29.6,96,,,0910
8240140,EAST AYRSHIRE,SPECIAL,LOCHNORRIS SLC,3.0,19,,,0910
8224242,EAST AYRSHIRE,SPECIAL,CROSSHOUSE COMMUNICATION UNIT,5.0,17,,,0910
8243743,EAST AYRSHIRE,SPECIAL,HILLSIDE SCHOOL,8.2,21,,,0910
8224943,EAST AYRSHIRE,SPECIAL,PARK SCHOOL,18.4,100,,,0910
8242143,EAST AYRSHIRE,SPECIAL,PATNA SUPPORTED LEARNING PROJECT,2.2,4,,,0910
8225648,EAST AYRSHIRE,SPECIAL,WITCHHILL SCHOOL,2.0,10,,,0910
8225044,EAST AYRSHIRE,SPECIAL,WILLOWBANK SCHOOL,8.8,30,,,0910
8350949,EAST DUNBARTONSHIRE,SPECIAL,CAMPSIE VIEW SCHOOL,20.8,59,,,0910
8338248,EAST DUNBARTONSHIRE,SPECIAL,MERKLAND SCHOOL,21.4,66,,,0910
8338744,EAST DUNBARTONSHIRE,SPECIAL,SECONDARY WELLBEING,13.0,8,,,0910
8338442,EAST DUNBARTONSHIRE,SPECIAL,TWECHAR LANGUAGE & COMMUNICATION UNIT,3.2,,,,0910
5500249,EAST LOTHIAN,SPECIAL,EAST LOTHIAN INCLUSION SERVICE,,,,,0910
8602344,EAST RENFREWSHIRE,SPECIAL,ISOBEL MAIR SCHOOL,23.0,75,,,0910
5530040,EDINBURGH CITY,SPECIAL,BRAIDBURN,20.5,75,,,0910
5500648,EDINBURGH CITY,SPECIAL,GORGIE MILLS SCHOOL,16.1,54,,,0910
5536847,EDINBURGH CITY,SPECIAL,HOWDENHALL & ST KATHARINE'S,7.6,4,,,0910
5535042,EDINBURGH CITY,SPECIAL,KAIMES SCHOOL,22.4,98,,,0910
5536049,EDINBURGH CITY,SPECIAL,OAKLANDS SCHOOL,10.6,44,,,0910
5534747,EDINBURGH CITY,SPECIAL,PILRIG PARK SCHOOL,14.1,88,,,0910
5536243,EDINBURGH CITY,SPECIAL,PROSPECT BANK SCHOOL,10.7,57,,,0910
5500443,EDINBURGH CITY,SPECIAL,REDHALL SCHOOL,10.7,65,,,0910
5502640,EDINBURGH CITY,SPECIAL,ROWANFIELD SCHOOL,15.7,51,,,0910
5535646,EDINBURGH CITY,SPECIAL,ST CRISPIN'S SCHOOL,12.5,50,,,0910
5584043,EDINBURGH CITY,SPECIAL,WELLINGTON SCHOOL,13.6,39,,,0910
5500540,EDINBURGH CITY,SPECIAL,WOODLANDS SCHOOL,16.8,78,,,0910
5571146,EDINBURGH CITY,SPECIAL,ROYAL BLIND SCHOOL,34.7,79,,,0910
5571448,EDINBURGH CITY,SPECIAL,HARMENY EDUCATION TRUST,10.1,33,,,0910
5747147,FALKIRK,SPECIAL,CARRONGRANGE SCHOOL,31.2,146,,,0910
5748143,FALKIRK,SPECIAL,EDUCATION ASSESSMENT UNIT,7.1,,,,0910
5748046,FALKIRK,SPECIAL,FALKIRK DAY UNIT,7.3,,,,0910
5740045,FALKIRK,SPECIAL,OXGANG SCHOOL & SUPPORT SERVICE,9.0,24,,,0910
5747244,FALKIRK,SPECIAL,WINDSOR PARK SCHOOL,13.0,14,,,0910
5447046,FIFE,SPECIAL,CALAISWOOD SCHOOL,13.1,42,,,0910
5407842,FIFE,SPECIAL,HYNDHEAD SCHOOL,5.0,17,,,0910
5408644,FIFE,SPECIAL,JOHN FERGUS SCHOOL,5.5,16,,,0910
5426847,FIFE,SPECIAL,KILMARON SCHOOL,5.5,19,,,0910
5446945,FIFE,SPECIAL,LOCHGELLY NORTH SCHOOL,2.5,10,,,0910
5408849,FIFE,SPECIAL,GLENROTHES EDUCATION CENTRE,,,,,0910
5408946,FIFE,SPECIAL,PUPIL SUPPORT SERVICE EAST & LEVENMOUTH AREA,2.9,,,,0910
5427649,FIFE,SPECIAL,PUPIL SUPPORT SERVICE WEST AREA,,,,,0910
5408040,FIFE,SPECIAL,ROSSLYN SCHOOL,6.0,22,,,0910
8448647,GLASGOW CITY,SPECIAL,ABERCORN SECONDARY SCHOOL,22.8,130,,,0910
8458448,GLASGOW CITY,SPECIAL,ASHCRAIG SCHOOL,22.6,75,,,0910
8459045,GLASGOW CITY,SPECIAL,BROOMLEA PRIMARY SCHOOL,10.8,37,,,0910
8440042,GLASGOW CITY,SPECIAL,CARTVALE SCHOOL,15.0,37,,,0910
8401748,GLASGOW CITY,SPECIAL,COMMUNITY LEARNING & SUPPORT SERVICE,13.2,40,,,0910
8459142,GLASGOW CITY,SPECIAL,CROFTCROIGHN PRIMARY SCHOOL,10.2,35,,,0910
8452849,GLASGOW CITY,SPECIAL,CROOKSTON SPEECH & LANGUAGE UNIT,6.0,,,,0910
8453543,GLASGOW CITY,SPECIAL,DARNLEY VISUAL IMPAIRMENT UNIT,6.4,13,,,0910
8440344,GLASGOW CITY,SPECIAL,DRUMMORE PRIMARY SCHOOL,14.0,72,,,0910
8445044,GLASGOW CITY,SPECIAL,DUNTARVIE PRESCHOOL ASSESSMENT CENTRE,,,,,0910
8440441,GLASGOW CITY,SPECIAL,EASTMUIR PRIMARY SCHOOL,11.8,57,,,0910
8414041,GLASGOW CITY,SPECIAL,EVIP,,117,,,0910
8440646,GLASGOW CITY,SPECIAL,GADBURN SCHOOL,10.0,34,,,0910
8440549,GLASGOW CITY,SPECIAL,GREENVIEW SCHOOL,13.7,31,,,0910
8443440,GLASGOW CITY,SPECIAL,HAMPDEN PRIMARY SCHOOL,9.0,32,,,0910
8441243,GLASGOW CITY,SPECIAL,HAZELWOOD SCHOOL,19.4,36,,,0910
8440948,GLASGOW CITY,SPECIAL,HOLLYBROOK ACADEMY,23.4,134,,,0910
8400946,GLASGOW CITY,SPECIAL,HOSPITAL EDUCATION SERVICE,,,,,0910
8441049,GLASGOW CITY,SPECIAL,HOWFORD PRIMARY SCHOOL,15.5,75,,,0910
8400440,GLASGOW CITY,SPECIAL,ISMS EDUCATION,,,,,0910
8441146,GLASGOW CITY,SPECIAL,KELBOURNE PARK PRIMARY SCHOOL,19.0,41,,,0910
8441448,GLASGOW CITY,SPECIAL,KIRKRIGGS PRIMARY SCHOOL,12.6,67,,,0910
8448744,GLASGOW CITY,SPECIAL,LADYWELL SCHOOL,12.0,16,,,0910
8447241,GLASGOW CITY,SPECIAL,LANGLANDS PRIMARY SCHOOL,12.0,51,,,0910
8443645,GLASGOW CITY,SPECIAL,LINBURN ACADEMY,12.3,39,,,0910
8452741,GLASGOW CITY,SPECIAL,MIDDLEFIELD SCHOOL,9.8,25,,,0910
8446547,GLASGOW CITY,SPECIAL,MILTON SCHOOL,16.0,47,,,0910
8443742,GLASGOW CITY,SPECIAL,NEWHILLS SECONDARY SCHOOL,14.0,52,,,0910
8441340,GLASGOW CITY,SPECIAL,PARKHILL SECONDARY SCHOOL,22.2,117,,,0910
8442045,GLASGOW CITY,SPECIAL,ROSEVALE SCHOOL,11.6,32,,,0910
8406545,GLASGOW CITY,SPECIAL,RUCHILL COMMUNICATION DISORDER UNIT,6.0,23,,,0910
8442347,GLASGOW CITY,SPECIAL,CARDINAL WINNING SECONDARY SCHOOL,18.9,78,,,0910
8421544,GLASGOW CITY,SPECIAL,ST CHARLES' LANGUAGE & COMMUNICATION RESOURCE,5.4,6,,,0910
8442541,GLASGOW CITY,SPECIAL,ST JOAN OF ARC SCHOOL,12.6,52,,,0910
8444943,GLASGOW CITY,SPECIAL,ST JOSEPH'S HEARING IMPAIRMENT UNIT,8.0,27,,,0910
8442746,GLASGOW CITY,SPECIAL,ST KEVIN'S SCHOOL,13.0,55,,,0910
8442843,GLASGOW CITY,SPECIAL,ST OSWALD'S SECONDARY SCHOOL,21.6,93,,,0910
8442940,GLASGOW CITY,SPECIAL,ST RAYMOND'S SCHOOL,6.0,40,,,0910
8453640,GLASGOW CITY,SPECIAL,ST VINCENT'S COMMUNICATION DISORDER UNIT,7.0,23,,,0910
8443041,GLASGOW CITY,SPECIAL,ST VINCENT'S SCHOOL,11.4,17,,,0910
8430640,GLASGOW CITY,SPECIAL,TORYGLEN COMMUNICATION DISORDER UNIT,6.0,25,,,0910
8471045,GLASGOW CITY,SPECIAL,EAST PARK SCHOOL,6.0,20,,,0910
5121442,HIGHLAND,SPECIAL,BLACK ISLE EDUCATION CENTRE,5.0,8,,,0910
5101549,HIGHLAND,SPECIAL,CAITHNESS EARLY YEARS AUTISM CENTRE,2.0,5,,,0910
5143144,HIGHLAND,SPECIAL,DRUMMOND SCHOOL,22.0,71,,,0910
5120047,HIGHLAND,SPECIAL,ST CLEMENT'S SCHOOL,8.9,35,,,0910
5120748,HIGHLAND,SPECIAL,ST DUTHUS SCHOOL,3.8,14,,,0910
8645744,INVERCLYDE,SPECIAL,GARVEL SCHOOL,3.8,7,,,0910
8645841,INVERCLYDE,SPECIAL,GLENBURN SCHOOL,17.9,93,,,0910
8645949,INVERCLYDE,SPECIAL,LILYBANK SCHOOL,14.7,45,,,0910
8640246,INVERCLYDE,SPECIAL,MEARNS CENTRE,3.0,9,,,0910
5546443,MIDLOTHIAN,SPECIAL,SALTERSGATE,26.4,94,,,0910
5546346,MIDLOTHIAN,SPECIAL,SUPPORT & REINTEGRATION SERVICES,,,,,0910
8217742,NORTH AYRSHIRE,SPECIAL,HAYSHOLM SCHOOL,5.4,17,,,0910
8217440,NORTH AYRSHIRE,SPECIAL,JAMES MCFARLANE SCHOOL,8.0,25,,,0910
8216541,NORTH AYRSHIRE,SPECIAL,JAMES REID SCHOOL,14.8,54,,,0910
8217149,NORTH AYRSHIRE,SPECIAL,STANECASTLE SCHOOL,14.4,69,,,0910
8518149,NORTH LANARKSHIRE,SPECIAL,BOTHWELLPARK HIGH SCHOOL,7.4,26,,,0910
8518246,NORTH LANARKSHIRE,SPECIAL,CLYDEVIEW SCHOOL,6.8,24,,,0910
8507147,NORTH LANARKSHIRE,SPECIAL,DRUMPARK SCHOOL,29.1,167,,,0910
8518548,NORTH LANARKSHIRE,SPECIAL,FALLSIDE SECONDARY SCHOOL,17.8,40,,,0910
8518041,NORTH LANARKSHIRE,SPECIAL,FIRPARK SCHOOL,38.5,192,,,0910
8357544,NORTH LANARKSHIRE,SPECIAL,GLENCRYAN SCHOOL,31.1,158,,,0910
8507848,NORTH LANARKSHIRE,SPECIAL,MAVISBANK SCHOOL,7.6,28,,,0910
8350647,NORTH LANARKSHIRE,SPECIAL,PENTLAND SCHOOL,9.0,28,,,0910
8507945,NORTH LANARKSHIRE,SPECIAL,PORTLAND HIGH SCHOOL,11.6,27,,,0910
8351147,NORTH LANARKSHIRE,SPECIAL,REDBURN SCHOOL,17.1,64,,,0910
8550743,NORTH LANARKSHIRE,SPECIAL,WILLOWBANK SCHOOL,12.3,49,,,0910
8370044,NORTH LANARKSHIRE,SPECIAL,CRAIGHALBERT SCOTTISH CENTRE FOR CHILDREN WITH MOTOR IMPAIRMENTS,2.6,11,,,0910
5340047,PERTH & KINROSS,SPECIAL,FAIRVIEW SCHOOL,22.7,52,,,0910
8632146,RENFREWSHIRE,SPECIAL,CLIPPENS SCHOOL,19.2,59,,,0910
8631344,RENFREWSHIRE,SPECIAL,KERSLAND SCHOOL,16.6,72,,,0910
8631042,RENFREWSHIRE,SPECIAL,THE MARY RUSSELL SCHOOL,42.1,210,,,0910
8670242,RENFREWSHIRE,SPECIAL,CORSEFORD SCHOOL,7.6,38,,,0910
5600146,SCOTTISH BORDERS,SPECIAL,HOWDENBURN SCHOOLHOUSE,2.0,,,,0910
5630045,SCOTTISH BORDERS,SPECIAL,THE WILTON CENTRE,9.3,,,,0910
8237549,SOUTH AYRSHIRE,SPECIAL,INVERGARVEN SCHOOL,5.5,16,,,0910
8237646,SOUTH AYRSHIRE,SPECIAL,SOUTHCRAIG SCHOOL,18.6,71,,,0910
8534144,SOUTH LANARKSHIRE,SPECIAL,GREENBURN SCHOOL,10.5,46,,,0910
8550840,SOUTH LANARKSHIRE,SPECIAL,HAMILTON SCHOOL FOR THE DEAF,7.5,16,,,0910
8533946,SOUTH LANARKSHIRE,SPECIAL,KITTOCH SCHOOL,13.8,1,,,0910
8550344,SOUTH LANARKSHIRE,SPECIAL,RIDGEPARK SCHOOL,15.0,20,,,0910
8550948,SOUTH LANARKSHIRE,SPECIAL,RUTHERGLEN HIGH SCHOOL,22.1,81,,,0910
8525749,SOUTH LANARKSHIRE,SPECIAL,SANDERSON HIGH SCHOOL,23.9,105,,,0910
8518343,SOUTH LANARKSHIRE,SPECIAL,VICTORIA PARK SCHOOL,7.0,28,,,0910
8534543,SOUTH LANARKSHIRE,SPECIAL,WEST MAINS SCHOOL,6.0,25,,,0910
8570140,SOUTH LANARKSHIRE,SPECIAL,STANMORE HOUSE SCHOOL,7.1,25,,,0910
5726840,STIRLING,SPECIAL,CASTLEVIEW,6.5,26,,,0910
5720540,STIRLING,SPECIAL,PRIMARY PUPIL SUPPORT SERVICE,5.0,,,,0910
5720648,STIRLING,SPECIAL,SECONDARY STUDENT SUPPORT SERVICE,11.7,,,,0910
8315248,WEST DUNBARTONSHIRE,SPECIAL,CUNARD SCHOOL,4.0,1,,,0910
8314942,WEST DUNBARTONSHIRE,SPECIAL,KILPATRICK SCHOOL,28.9,141,,,0910
8301042,WEST DUNBARTONSHIRE,SPECIAL,CHOICES SCHOOL,1.0,12,,,0910
5509343,WEST LOTHIAN,SPECIAL,BEATLIE,10.6,33,,,0910
5511941,WEST LOTHIAN,SPECIAL,BURNHOUSE,12.0,30,,,0910
5511844,WEST LOTHIAN,SPECIAL,CEDARBANK,16.1,59,,,0910
5500346,WEST LOTHIAN,SPECIAL,OGILVIE CAMPUS SCHOOL,10.2,19,,,0910
5510546,WEST LOTHIAN,SPECIAL,PINEWOOD,21.3,117,,,0910
5570948,WEST LOTHIAN,SPECIAL,DONALDSON'S SCHOOL,19.1,57,,,0910
5230420,ABERDEEN CITY,PRIMARY,RIVERBANK SCHOOL,19.6,215,,,0809
5230624,ABERDEEN CITY,PRIMARY,WESTPARK SCHOOL,15.0,230,,,0809
5230829,ABERDEEN CITY,PRIMARY,HEATHRYBURN SCHOOL,15.2,216,,,0809
5234026,ABERDEEN CITY,PRIMARY,BRAEHEAD PRIMARY SCHOOL,11.0,190,,,0809
5234123,ABERDEEN CITY,PRIMARY,SCOTSTOWN PRIMARY SCHOOL,13.6,199,,,0809
5234220,ABERDEEN CITY,PRIMARY,BUCKSBURN SCHOOL,10.8,116,,,0809
5234522,ABERDEEN CITY,PRIMARY,CULTER SCHOOL,16.8,303,,,0809
5234727,ABERDEEN CITY,PRIMARY,CULTS PRIMARY SCHOOL,24.5,481,,,0809
5234921,ABERDEEN CITY,PRIMARY,DYCE PRIMARY SCHOOL,19.6,356,,,0809
5235227,ABERDEEN CITY,PRIMARY,KINGSWELLS SCHOOL,18.9,391,,,0809
5235324,ABERDEEN CITY,PRIMARY,MILLTIMBER PRIMARY SCHOOL,10.6,222,,,0809
5235421,ABERDEEN CITY,PRIMARY,STONEYWOOD SCHOOL,8.7,126,,,0809
5235529,ABERDEEN CITY,PRIMARY,GLASHIEBURN PRIMARY SCHOOL,17.5,285,,,0809
5235626,ABERDEEN CITY,PRIMARY,NEWHILLS PRIMARY SCHOOL,11.9,183,,,0809
5235928,ABERDEEN CITY,PRIMARY,MIDDLETON PARK SCHOOL,10.5,152,,,0809
5237521,ABERDEEN CITY,PRIMARY,ABBOTSWELL SCHOOL,12.6,212,,,0809
5237629,ABERDEEN CITY,PRIMARY,AIRYHALL SCHOOL,16.7,308,,,0809
5237823,ABERDEEN CITY,PRIMARY,ASHLEY ROAD SCHOOL,19.4,392,,,0809
5238129,ABERDEEN CITY,PRIMARY,BRAMBLE BRAE PRIMARY SCHOOL,12.2,159,,,0809
5238226,ABERDEEN CITY,PRIMARY,BROOMHILL PRIMARY SCHOOL,17.6,336,,,0809
5238625,ABERDEEN CITY,PRIMARY,CORNHILL PRIMARY SCHOOL,18.3,310,,,0809
5239427,ABERDEEN CITY,PRIMARY,FERNIELEA SCHOOL,16.3,200,,,0809
5239524,ABERDEEN CITY,PRIMARY,FERRYHILL PRIMARY SCHOOL,17.4,305,,,0809
