EXP HEAD,DESCRIPTION,SCHOOL,YEAR,CATEGORY,VALUE
AC1000,NON TEACHERS,PLOCKTON HIGH SCHOOL,1516,SUPERANN,15745.35
AC1100,PERMANENT TEACHERS,PLOCKTON HIGH SCHOOL,1516,SUPERANN,157392.87
AC1101,SUPPLY COVER,PLOCKTON HIGH SCHOOL,1516,SUPERANN,2662.6
AH1000,COURSES,PLOCKTON HIGH SCHOOL,1516,TRAINING,1750.48
AH1010,DEVELOPMENT,PLOCKTON HIGH SCHOOL,1516,STAFF,1437.01
BA3000,CLIENT EXTERNAL PARTIES,PLOCKTON HIGH SCHOOL,1516,MAINT,5119.8
BB2000,CHARGES,PLOCKTON HIGH SCHOOL,1516,ELECTRICITY,38440.75
BB4000,OIL,PLOCKTON HIGH SCHOOL,1516,HEATING,18668.51
BB5000,WOODCHIP FUEL,PLOCKTON HIGH SCHOOL,1516,BIOMAS,26253.8
BD1000,,PLOCKTON HIGH SCHOOL,1516,RATES,115855.0
BE1000,CHARGES,PLOCKTON HIGH SCHOOL,1516,WATER,3908.3
BH2000,MATERIALS/EQUIPMENT,PLOCKTON HIGH SCHOOL,1516,CLEANING,2396.15
CA1000,,PLOCKTON HIGH SCHOOL,1516,DERV,2493.21
CA1001,,PLOCKTON HIGH SCHOOL,1516,PETROL,16.67
CA9000,TRANSPORT COSTS,PLOCKTON HIGH SCHOOL,1516,MISCELLANEOUS,81.49
CB1006,HIRE CONT CHG FROM FLEET,PLOCKTON HIGH SCHOOL,1516,INT,5957.26
CC2000,HIRE,PLOCKTON HIGH SCHOOL,1516,CAR,224.94
CC2020,,PLOCKTON HIGH SCHOOL,1516,CARRIAGE/FREIGHT,35.15
CF1003,MILEAGE  TAXABLE,PLOCKTON HIGH SCHOOL,1516,TRAVEL,-54.55
CF1004,MILEAGE  NON TAXABLE,PLOCKTON HIGH SCHOOL,1516,TRAVEL,4018.79
DA4550,SUPPLIES,PLOCKTON HIGH SCHOOL,1516,CLASSROOM,45.35
DD1000,,PLOCKTON HIGH SCHOOL,1516,PRINTING,41.7
DD2000,,PLOCKTON HIGH SCHOOL,1516,STATIONERY,4.87
DD3003,COSTS  MONO,PLOCKTON HIGH SCHOOL,1516,MPS,6414.36
DD3004,COSTS  COLOUR,PLOCKTON HIGH SCHOOL,1516,MPS,3430.18
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,75.05
DE3010,COLLECTION/SHERIFF OFFICE,PLOCKTON HIGH SCHOOL,1516,DEBT,3.91
DF4001,CHARGES CORE SUPPLIER,PLOCKTON HIGH SCHOOL,1516,ICT,138.0
DF7000,,PLOCKTON HIGH SCHOOL,1516,POSTAGES,1938.18
DF9000,TELEPHONES RENTAL,PLOCKTON HIGH SCHOOL,1516,LANDLINE,2315.6
DG1000,,PLOCKTON HIGH SCHOOL,1516,ACCOMMODATION,203.25
DG1100,ACCOMMODATION,PLOCKTON HIGH SCHOOL,1516,TRAINING,54.17
DG4000,,PLOCKTON HIGH SCHOOL,1516,SUBSISTENCE,501.89
DK9010,FUND,PLOCKTON HIGH SCHOOL,1516,SCHOOL,1430.8
DK9500,SUPPLIES,PLOCKTON HIGH SCHOOL,1516,MISCELLANEOUS,605.81
EE1200,QUALIFICATIONS AUTHORITY,PLOCKTON HIGH SCHOOL,1516,SCOTT,25509.55
FA3000,FUNDS FOR SCHOOLS,PLOCKTON HIGH SCHOOL,1516,PROJECT,-1211.0
KC1936,FEES/CHARGES,PLOCKTON HIGH SCHOOL,1516,OTHER,-3528.0
KC5009,,PLOCKTON HIGH SCHOOL,1516,LETTINGS,-3888.95
XH1050,ACCOUNT BALANCE,PLOCKTON HIGH SCHOOL,1516,REVENUE,-94353.5
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,2070.19
AH1010,DEVELOPMENT,PLOCKTON HIGH SCHOOL,1516,STAFF,1224.51
FA3000,FUNDS FOR SCHOOLS,PLOCKTON HIGH SCHOOL,1516,PROJECT,-9285.49
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,2314.86
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,-192.42
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,1053.91
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,2191.96
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,2418.33
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,1260.74
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,1077.51
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,1073.46
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,1517.77
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,1214.13
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,435.18
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,1476.76
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,1401.06
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,2246.69
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,4233.65
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,799.19
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,6016.25
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,150.0
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,5560.67
DF3000,MAINTENANCE,PLOCKTON HIGH SCHOOL,1516,COMPUTER,-8982.14
DD4001,TEXT BOOKS/STATIONERY,PLOCKTON HIGH SCHOOL,1516,BOOKS,842.43
AA1101,COVER BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1718,SUPPLY,237.54
AB1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,1718,NI,20.91
AC1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,1718,SUPERANN,40.86
AA1001,BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1718,APT&C,45320.74
AA1100,PERMANENT  BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1718,TEACHERS,1213455.64
AA1101,COVER BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1718,SUPPLY,15120.32
AA1110,TECH'N BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1718,LABORATORY,28028.59
AA1500,GENERAL,GRANTOWN GRAMMAR SCHOOL,1718,OVERTIME,157.85
AA1512,PAYMENTS,GRANTOWN GRAMMAR SCHOOL,1718,CONTRACT,85.0
AB1000,NONTEACHERS,GRANTOWN GRAMMAR SCHOOL,1718,NI,4977.54
AB1100,PERMANENT TEACHERS,GRANTOWN GRAMMAR SCHOOL,1718,NI,125236.69
AB1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,1718,NI,3198.05
AC1000,NON TEACHERS,GRANTOWN GRAMMAR SCHOOL,1718,SUPERANN,14305.17
AC1100,PERMANENT TEACHERS,GRANTOWN GRAMMAR SCHOOL,1718,SUPERANN,198999.06
AC1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,1718,SUPERANN,4186.19
AE1600,,GRANTOWN GRAMMAR SCHOOL,1718,MISCELLANEOUS,3402.0
AH1000,COURSES,GRANTOWN GRAMMAR SCHOOL,1718,TRAINING,60.0
AH1010,DEVELOPMENT,GRANTOWN GRAMMAR SCHOOL,1718,STAFF,269.0
AS1000,LEVY COST,GRANTOWN GRAMMAR SCHOOL,1718,APPRENTICESHIP,6503.68
BA3000,CLIENT EXTERNAL PARTIES,GRANTOWN GRAMMAR SCHOOL,1718,MAINT,576.04
BB2000,CHARGES,GRANTOWN GRAMMAR SCHOOL,1718,ELECTRICITY,70833.6
BB4000,OIL,GRANTOWN GRAMMAR SCHOOL,1718,HEATING,65719.42
BD1000,,GRANTOWN GRAMMAR SCHOOL,1718,RATES,147600.0
BE1000,CHARGES,GRANTOWN GRAMMAR SCHOOL,1718,WATER,14319.55
BH2000,MATERIALS/EQUIPMENT,GRANTOWN GRAMMAR SCHOOL,1718,CLEANING,2161.4
CB1006,HIRE CONT CHG FROM FLEET,GRANTOWN GRAMMAR SCHOOL,1718,INT,375.95
CC1000,TRAVEL,GRANTOWN GRAMMAR SCHOOL,1718,EDUCATIONAL,969.83
CF1004,MILEAGE  NON TAXABLE,GRANTOWN GRAMMAR SCHOOL,1718,TRAVEL,538.11
DA1000,PURCHASE,GRANTOWN GRAMMAR SCHOOL,1718,EQUIPMENT,10838.24
DA2040,REPAIRS,GRANTOWN GRAMMAR SCHOOL,1718,EQUIPMENT,1487.3
DB3010,& HOSPITALITY,GRANTOWN GRAMMAR SCHOOL,1718,MEALS,414.84
DD2000,,GRANTOWN GRAMMAR SCHOOL,1718,STATIONERY,1.26
DF4001,CHARGES CORE SUPPLIER,GRANTOWN GRAMMAR SCHOOL,1718,ICT,362.54
DF7000,,GRANTOWN GRAMMAR SCHOOL,1718,POSTAGES,506.07
DF9000,TELEPHONES RENTAL,GRANTOWN GRAMMAR SCHOOL,1718,LANDLINE,2202.78
DG4000,,GRANTOWN GRAMMAR SCHOOL,1718,SUBSISTENCE,4.12
DK9010,FUND,GRANTOWN GRAMMAR SCHOOL,1718,SCHOOL,303.08
EE1200,QUALIFICATIONS AUTHORITY,GRANTOWN GRAMMAR SCHOOL,1718,SCOTT,36677.2
KB1002,,GRANTOWN GRAMMAR SCHOOL,1718,DONATIONS/SPONSORSHIP,-777.12
KC1936,FEES/CHARGES,GRANTOWN GRAMMAR SCHOOL,1718,OTHER,-490.0
XH1050,ACCOUNT BALANCE,GRANTOWN GRAMMAR SCHOOL,1718,REVENUE,-74972.97
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,234.4
DD2000,,GRANTOWN GRAMMAR SCHOOL,1718,STATIONERY,199.83
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,405.7
AA1101,COVER BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1718,SUPPLY,943.35
AB1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,1718,NI,83.03
AC1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,1718,SUPERANN,162.25
KE3000,FROM WITHIN HLAND CNCL,GRANTOWN GRAMMAR SCHOOL,1718,INCOME,-2597.0
AH1010,DEVELOPMENT,GRANTOWN GRAMMAR SCHOOL,1718,STAFF,300.0
KB3001,OTHER PUBLIC BODIES,GRANTOWN GRAMMAR SCHOOL,1718,GRANTS,-260.01
CC1000,TRAVEL,GRANTOWN GRAMMAR SCHOOL,1718,EDUCATIONAL,6429.68
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,935.71
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,3334.23
KB3001,OTHER PUBLIC BODIES,GRANTOWN GRAMMAR SCHOOL,1718,GRANTS,-3556.0
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,1134.17
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,63.82
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,120.0
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,483.49
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,257.72
DA4556,ECONOMICS SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,HOME,2268.58
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,108.12
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,473.2
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,122.35
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,1338.51
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,222.6
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,102.32
DA4553,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,PE,778.52
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,115.72
DA4555,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,SCIENTIFIC,1074.75
DA4552,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,WOOD/METALWORK,2223.07
CC1000,TRAVEL,GRANTOWN GRAMMAR SCHOOL,1718,EDUCATIONAL,210.0
DD2000,,GRANTOWN GRAMMAR SCHOOL,1718,STATIONERY,919.78
DD3003,COSTS  MONO,GRANTOWN GRAMMAR SCHOOL,1718,MPS,5347.17
DD3004,COSTS  COLOUR,GRANTOWN GRAMMAR SCHOOL,1718,MPS,1838.3
KC1936,FEES/CHARGES,GRANTOWN GRAMMAR SCHOOL,1718,OTHER,-242.11
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,78.4
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,6.84
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1718,CLASSROOM,416.82
DA1000,PURCHASE,GRANTOWN GRAMMAR SCHOOL,1718,EQUIPMENT,160.0
KB3001,OTHER PUBLIC BODIES,GRANTOWN GRAMMAR SCHOOL,1718,GRANTS,-161.0
DA1000,PURCHASE,GRANTOWN GRAMMAR SCHOOL,1718,EQUIPMENT,6730.02
KA3000,GRANTS SPECIFIC GRANTS,GRANTOWN GRAMMAR SCHOOL,1718,GOVT,-6730.02
AA1101,COVER BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1617,SUPPLY,527.13
AB1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,1617,NI,48.53
AC1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,1617,SUPERANN,90.66
AA1001,BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1617,APT&C,44158.63
AA1100,PERMANENT  BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1617,TEACHERS,1202974.7
AA1101,COVER BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1617,SUPPLY,23840.36
AA1107,BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1617,JANITORS,22178.41
AA1110,TECH'N BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1617,LABORATORY,27083.88
AA1500,GENERAL,GRANTOWN GRAMMAR SCHOOL,1617,OVERTIME,14036.37
AB1000,NONTEACHERS,GRANTOWN GRAMMAR SCHOOL,1617,NI,8634.05
AB1100,PERMANENT TEACHERS,GRANTOWN GRAMMAR SCHOOL,1617,NI,126070.99
AB1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,1617,NI,1809.56
AC1000,NON TEACHERS,GRANTOWN GRAMMAR SCHOOL,1617,SUPERANN,17526.45
AC1100,PERMANENT TEACHERS,GRANTOWN GRAMMAR SCHOOL,1617,SUPERANN,196941.72
AC1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,1617,SUPERANN,1527.57
AE1600,,GRANTOWN GRAMMAR SCHOOL,1617,MISCELLANEOUS,486.0
AH1010,DEVELOPMENT,GRANTOWN GRAMMAR SCHOOL,1617,STAFF,464.5
BA3000,CLIENT EXTERNAL PARTIES,GRANTOWN GRAMMAR SCHOOL,1617,MAINT,305.64
BB2000,CHARGES,GRANTOWN GRAMMAR SCHOOL,1617,ELECTRICITY,70227.36
BB4000,OIL,GRANTOWN GRAMMAR SCHOOL,1617,HEATING,43478.18
BD1000,,GRANTOWN GRAMMAR SCHOOL,1617,RATES,143310.0
BE1000,CHARGES,GRANTOWN GRAMMAR SCHOOL,1617,WATER,12758.48
BH2000,MATERIALS/EQUIPMENT,GRANTOWN GRAMMAR SCHOOL,1617,CLEANING,1883.88
CB1006,HIRE CONT CHG FROM FLEET,GRANTOWN GRAMMAR SCHOOL,1617,INT,375.95
CC1000,TRAVEL,GRANTOWN GRAMMAR SCHOOL,1617,EDUCATIONAL,1570.18
CF1004,MILEAGE  NON TAXABLE,GRANTOWN GRAMMAR SCHOOL,1617,TRAVEL,896.17
DA1000,PURCHASE,GRANTOWN GRAMMAR SCHOOL,1617,EQUIPMENT,3870.14
DA2040,REPAIRS,GRANTOWN GRAMMAR SCHOOL,1617,EQUIPMENT,2054.35
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,2.04
DB2010,,GRANTOWN GRAMMAR SCHOOL,1617,FOOD,8.59
DB3010,& HOSPITALITY,GRANTOWN GRAMMAR SCHOOL,1617,MEALS,269.6
DD2000,,GRANTOWN GRAMMAR SCHOOL,1617,STATIONERY,34.95
DE3010,COLLECTION/SHERIFF OFFICE,GRANTOWN GRAMMAR SCHOOL,1617,DEBT,65.01
DF4001,CHARGES CORE SUPPLIER,GRANTOWN GRAMMAR SCHOOL,1617,ICT,1040.09
DF7000,,GRANTOWN GRAMMAR SCHOOL,1617,POSTAGES,537.74
DF9000,TELEPHONES RENTAL,GRANTOWN GRAMMAR SCHOOL,1617,LANDLINE,1806.67
DK2000,CHARGES,GRANTOWN GRAMMAR SCHOOL,1617,BANK,13.31
EE1200,QUALIFICATIONS AUTHORITY,GRANTOWN GRAMMAR SCHOOL,1617,SCOTT,35922.6
KC1936,FEES/CHARGES,GRANTOWN GRAMMAR SCHOOL,1617,OTHER,-2156.0
KC5009,,GRANTOWN GRAMMAR SCHOOL,1617,LETTINGS,-4438.37
XH1050,ACCOUNT BALANCE,GRANTOWN GRAMMAR SCHOOL,1617,REVENUE,-50901.47
DD2000,,GRANTOWN GRAMMAR SCHOOL,1617,STATIONERY,206.78
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,695.69
FA3000,FUNDS FOR SCHOOLS,GRANTOWN GRAMMAR SCHOOL,1617,PROJECT,-4213.0
CC1000,TRAVEL,GRANTOWN GRAMMAR SCHOOL,1617,EDUCATIONAL,4118.81
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,323.16
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,1109.61
KB3001,OTHER PUBLIC BODIES,GRANTOWN GRAMMAR SCHOOL,1617,GRANTS,-1110.0
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,1140.26
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,186.0
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,525.18
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,294.35
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,99.44
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,10.0
DA4556,ECONOMICS SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,HOME,2499.36
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,80.71
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,503.31
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,241.32
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,678.67
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,151.7
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,313.64
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,177.51
DA4553,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,PE,540.46
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,99.44
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,288.18
DA4555,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,SCIENTIFIC,1187.19
DA4552,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,WOOD/METALWORK,1084.63
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,181.14
DD2000,,GRANTOWN GRAMMAR SCHOOL,1617,STATIONERY,850.39
DD3001,NO OF COPIES CHG,GRANTOWN GRAMMAR SCHOOL,1617,PHOTOCOPY,-38.0
DD3003,COSTS  MONO,GRANTOWN GRAMMAR SCHOOL,1617,MPS,6978.91
DD3004,COSTS  COLOUR,GRANTOWN GRAMMAR SCHOOL,1617,MPS,3127.39
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,184.44
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,CLASSROOM,1077.95
DA4552,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,WOOD/METALWORK,269.16
DA4553,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1617,PE,-3.99
DA1000,PURCHASE,GRANTOWN GRAMMAR SCHOOL,1617,EQUIPMENT,862.82
DA1000,PURCHASE,GRANTOWN GRAMMAR SCHOOL,1617,EQUIPMENT,9167.92
KA3000,GRANTS SPECIFIC GRANTS,GRANTOWN GRAMMAR SCHOOL,1617,GOVT,-10000.0
KB3001,OTHER PUBLIC BODIES,GRANTOWN GRAMMAR SCHOOL,1617,GRANTS,161.0
AA1001,BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1819,APT&C,47125.43
AA1100,PERMANENT  BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1819,TEACHERS,1248872.64
AA1101,COVER BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1819,SUPPLY,41580.3
AA1110,TECH'N BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1819,LABORATORY,28895.16
AA1250,PAY,GRANTOWN GRAMMAR SCHOOL,1819,HOLIDAY,217.28
AB1000,NONTEACHERS,GRANTOWN GRAMMAR SCHOOL,1819,NI,5107.64
AB1100,PERMANENT TEACHERS,GRANTOWN GRAMMAR SCHOOL,1819,NI,129452.07
AB1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,1819,NI,3928.84
AC1000,NON TEACHERS,GRANTOWN GRAMMAR SCHOOL,1819,SUPERANN,14860.6
AC1100,PERMANENT TEACHERS,GRANTOWN GRAMMAR SCHOOL,1819,SUPERANN,207926.38
AC1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,1819,SUPERANN,6306.24
AE1600,,GRANTOWN GRAMMAR SCHOOL,1819,MISCELLANEOUS,27.0
AH1000,COURSES,GRANTOWN GRAMMAR SCHOOL,1819,TRAINING,40.0
AH1010,DEVELOPMENT,GRANTOWN GRAMMAR SCHOOL,1819,STAFF,625.0
AS1000,LEVY COST,GRANTOWN GRAMMAR SCHOOL,1819,APPRENTICESHIP,6697.0
BA3000,CLIENT EXTERNAL PARTIES,GRANTOWN GRAMMAR SCHOOL,1819,MAINT,1176.91
BB2000,CHARGES,GRANTOWN GRAMMAR SCHOOL,1819,ELECTRICITY,81138.41
BB4000,OIL,GRANTOWN GRAMMAR SCHOOL,1819,HEATING,69720.22
BD1000,,GRANTOWN GRAMMAR SCHOOL,1819,RATES,151800.0
BE1000,CHARGES,GRANTOWN GRAMMAR SCHOOL,1819,WATER,16187.25
BH2000,MATERIALS/EQUIPMENT,GRANTOWN GRAMMAR SCHOOL,1819,CLEANING,2071.67
CB1006,HIRE CONT CHG FROM FLEET,GRANTOWN GRAMMAR SCHOOL,1819,INT,369.23
CC1000,TRAVEL,GRANTOWN GRAMMAR SCHOOL,1819,EDUCATIONAL,4781.25
CF1003,MILEAGE  TAXABLE,GRANTOWN GRAMMAR SCHOOL,1819,TRAVEL,25.72
CF1004,MILEAGE  NON TAXABLE,GRANTOWN GRAMMAR SCHOOL,1819,TRAVEL,1504.76
DA1000,PURCHASE,GRANTOWN GRAMMAR SCHOOL,1819,EQUIPMENT,7293.64
DA2040,REPAIRS,GRANTOWN GRAMMAR SCHOOL,1819,EQUIPMENT,1775.88
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,25.04
DB2010,,GRANTOWN GRAMMAR SCHOOL,1819,FOOD,3.14
DB3010,& HOSPITALITY,GRANTOWN GRAMMAR SCHOOL,1819,MEALS,629.9
DD2000,,GRANTOWN GRAMMAR SCHOOL,1819,STATIONERY,584.63
DD4001,TEXT BOOKS/STATIONERY,GRANTOWN GRAMMAR SCHOOL,1819,BOOKS,6.0
DE1015,GENERAL,GRANTOWN GRAMMAR SCHOOL,1819,CONSULTANTS,99.92
DF4001,CHARGES CORE SUPPLIER,GRANTOWN GRAMMAR SCHOOL,1819,ICT,146.11
DF5002,SOFTWARE PURCHASE,GRANTOWN GRAMMAR SCHOOL,1819,COMPUTER,84.0
DF7000,,GRANTOWN GRAMMAR SCHOOL,1819,POSTAGES,606.23
DF9000,TELEPHONES RENTAL,GRANTOWN GRAMMAR SCHOOL,1819,LANDLINE,2227.64
DF9010,PHONE LINE RENTAL,GRANTOWN GRAMMAR SCHOOL,1819,MOBILE,30.0
DG4000,,GRANTOWN GRAMMAR SCHOOL,1819,SUBSISTENCE,5.7
DK9500,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,MISCELLANEOUS,19.57
EE1200,QUALIFICATIONS AUTHORITY,GRANTOWN GRAMMAR SCHOOL,1819,SCOTT,36422.16
KB1002,,GRANTOWN GRAMMAR SCHOOL,1819,DONATIONS/SPONSORSHIP,-43.91
KC1936,FEES/CHARGES,GRANTOWN GRAMMAR SCHOOL,1819,OTHER,-1561.0
XH1050,ACCOUNT BALANCE,GRANTOWN GRAMMAR SCHOOL,1819,REVENUE,-20316.95
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,354.43
DD2000,,GRANTOWN GRAMMAR SCHOOL,1819,STATIONERY,407.53
KE3000,FROM WITHIN HLAND CNCL,GRANTOWN GRAMMAR SCHOOL,1819,INCOME,-2447.0
CC1000,TRAVEL,GRANTOWN GRAMMAR SCHOOL,1819,EDUCATIONAL,1640.87
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,1160.7
KB3001,OTHER PUBLIC BODIES,GRANTOWN GRAMMAR SCHOOL,1819,GRANTS,-834.0
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,2052.18
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,491.25
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,1683.66
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,992.45
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,289.43
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,191.06
